frame,elapsed_seconds,delta_time_ms,main_thread_ms,player_loop_ms,gc_allocated_in_frame_bytes,total_used_memory_bytes,total_reserved_memory_bytes,gc_reserved_memory_bytes,system_used_memory_bytes,fixed_step_ms,belt_transfer_ms,belt_progress_ms,transfer_command_buffer_ms,item_pool_initialization_ms,item_visual_capture_ms,item_transform_presentation_ms,item_process_ms,item_port_adapter_ms,item_port_buffer_swap_ms,grid_placement_transform_ms,wait_for_job_group_ms
78,0.157459,1.231597,1.227800,1.146600,1148.000000,643410707.000000,1140539392.000000,252489728.000000,1273888768.000000,0.000800,0.000000,0.000000,0.000000,0.009200,0.000000,0.079000,0.000000,0.000000,0.000000,0.003300,0.000000
79,0.159013,1.586905,1.571700,1.485900,1148.000000,643409371.000000,1140539392.000000,252489728.000000,1273888768.000000,0.000900,0.000000,0.000000,0.000000,0.007200,0.000000,0.205800,0.000000,0.000000,0.000000,0.008200,0.000000
80,0.160289,1.247399,1.243100,1.146300,1148.000000,643414003.000000,1140539392.000000,252489728.000000,1273888768.000000,0.000600,0.000000,0.000000,0.000000,0.010800,0.000000,0.119500,0.000000,0.000000,0.000000,0.003200,0.000000
81,0.161711,1.443098,1.386200,1.237500,1148.000000,643414027.000000,1140539392.000000,252489728.000000,1273888768.000000,0.000800,0.000000,0.000000,0.000000,0.010500,0.000000,0.129500,0.000000,0.000000,0.000000,0.003800,0.000000
82,0.162950,1.259899,1.306500,1.157400,1148.000000,643414051.000000,1140539392.000000,252489728.000000,1273888768.000000,0.000800,0.000000,0.000000,0.000000,0.010600,0.000000,0.139200,0.000000,0.000000,0.000000,0.004600,0.000000
83,0.164548,1.578501,1.574400,1.470000,1148.000000,643418171.000000,1140539392.000000,252489728.000000,1273888768.000000,0.000800,0.000000,0.000000,0.000000,0.008900,0.000000,0.127400,0.000000,0.000000,0.000000,0.003000,0.000000
84,0.168279,3.724398,3.724600,3.619500,1148.000000,643422208.000000,1140539392.000000,252489728.000000,1273888768.000000,3.229400,0.049400,0.014900,3.112400,0.011000,0.021400,0.010500,0.000600,0.000500,0.015500,0.003500,0.000000
85,0.169733,1.473802,1.353300,1.255300,1148.000000,643419027.000000,1140539392.000000,252489728.000000,1273888768.000000,0.000700,0.000000,0.000000,0.000000,0.011500,0.000000,0.113900,0.000000,0.000000,0.000000,0.002700,0.000000
86,0.170972,1.234198,1.357500,1.140000,1148.000000,643421259.000000,1140539392.000000,252489728.000000,1273888768.000000,0.000700,0.000000,0.000000,0.000000,0.009500,0.000000,0.111100,0.000000,0.000000,0.000000,0.003000,0.000000
87,0.172117,1.165299,1.173600,1.083800,1148.000000,643419075.000000,1140539392.000000,252489728.000000,1273888768.000000,0.000700,0.000000,0.000000,0.000000,0.010000,0.000000,0.049400,0.000000,0.000000,0.000000,0.003500,0.000000
