frame,elapsed_seconds,delta_time_ms,main_thread_ms,player_loop_ms,gc_allocated_in_frame_bytes,total_used_memory_bytes,total_reserved_memory_bytes,gc_reserved_memory_bytes,system_used_memory_bytes,fixed_step_ms,belt_transfer_ms,belt_progress_ms,transfer_command_buffer_ms,item_visual_capture_ms,item_transform_presentation_ms,item_process_ms,item_port_adapter_ms,item_port_buffer_swap_ms,grid_placement_transform_ms,wait_for_job_group_ms
1829,3.907186,1.775000,1.753400,1.658300,1124.000000,644968485.000000,1148928000.000000,252489728.000000,1292865536.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.412400,0.000000,0.000000,0.000000,0.003300,0.000000
1830,3.911203,4.009000,4.015000,3.896700,1124.000000,644974281.000000,1148928000.000000,252489728.000000,1292865536.000000,3.516800,0.046800,0.015300,3.407200,0.016800,0.008800,0.000700,0.000400,0.015000,0.003500,0.000000
1831,3.912990,1.810906,1.818100,1.715900,1124.000000,644969133.000000,1148928000.000000,252489728.000000,1292865536.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.339500,0.000000,0.000000,0.000000,0.003500,0.000000
1832,3.914559,1.583695,1.590400,1.499200,1124.000000,644973253.000000,1148928000.000000,252489728.000000,1292865536.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.357100,0.000000,0.000000,0.000000,0.003100,0.000000
1833,3.916246,1.670599,1.662800,1.578400,1124.000000,644973277.000000,1148928000.000000,252489728.000000,1292865536.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.262400,0.000000,0.000000,0.000000,0.003300,0.000000
1834,3.918030,1.744600,1.743500,1.655900,1124.000000,644972765.000000,1148928000.000000,252489728.000000,1292865536.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.326100,0.000000,0.000000,0.000000,0.002900,0.000000
1835,3.919702,1.722506,1.720700,1.633500,1124.000000,644975405.000000,1148928000.000000,252489728.000000,1292865536.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.354400,0.000000,0.000000,0.000000,0.004600,0.000000
1836,3.921495,1.784694,1.777700,1.691200,1124.000000,644972813.000000,1148928000.000000,252489728.000000,1292865536.000000,0.000400,0.000000,0.000000,0.000000,0.000000,0.498700,0.000000,0.000000,0.000000,0.002500,0.000000
1837,3.923351,1.817304,1.804800,1.711500,1124.000000,644972837.000000,1148928000.000000,252489728.000000,1292865536.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.419300,0.000000,0.000000,0.000000,0.003000,0.000000
1838,3.927094,3.758000,3.754200,3.652000,1124.000000,644983009.000000,1148928000.000000,252489728.000000,1292865536.000000,3.255500,0.047500,0.015800,3.141600,0.018500,0.009500,0.000700,0.000500,0.015800,0.003800,0.000000
1839,3.928768,1.708100,1.722400,1.623500,1124.000000,644977621.000000,1148928000.000000,252489728.000000,1292865536.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.342800,0.000000,0.000000,0.000000,0.003100,0.000000
1840,3.930321,1.555102,1.559900,1.478700,1124.000000,644981765.000000,1148928000.000000,252489728.000000,1292865536.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.325600,0.000000,0.000000,0.000000,0.003000,0.000000
1841,3.932250,1.896797,1.875000,1.794000,1124.000000,644981773.000000,1148928000.000000,252489728.000000,1292869632.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.437400,0.000000,0.000000,0.000000,0.002500,0.000000
1842,3.933852,1.619303,1.624600,1.529700,1124.000000,644981661.000000,1148928000.000000,252489728.000000,1292869632.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.373800,0.000000,0.000000,0.000000,0.004000,0.000000
1843,3.935649,1.790299,1.780000,1.691000,1124.000000,644985781.000000,1148928000.000000,252489728.000000,1292869632.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.395300,0.000000,0.000000,0.000000,0.003200,0.000000
1844,3.937674,2.001899,1.865500,1.769300,1124.000000,644984957.000000,1148928000.000000,252489728.000000,1292869632.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.371700,0.000000,0.000000,0.000000,0.003700,0.000000
1845,3.939224,1.568700,1.702600,1.479200,1124.000000,644984981.000000,1148928000.000000,252489728.000000,1292869632.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.368600,0.000000,0.000000,0.000000,0.003900,0.000000
1846,3.940892,1.685098,1.688300,1.597700,1124.000000,644985005.000000,1148928000.000000,252489728.000000,1292869632.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.364400,0.000000,0.000000,0.000000,0.003700,0.000000
1847,3.945779,4.838102,4.797100,4.707400,1124.000000,644991393.000000,1148928000.000000,252489728.000000,1292869632.000000,4.351200,0.047400,0.014500,4.239000,0.019000,0.010800,0.000700,0.000700,0.015500,0.002800,0.000000
1848,3.947504,1.779599,1.815700,1.692000,1124.000000,644985741.000000,1148928000.000000,252489728.000000,1292873728.000000,0.000400,0.000000,0.000000,0.000000,0.000000,0.310400,0.000000,0.000000,0.000000,0.003800,0.000000
1849,3.949141,1.627799,1.622700,1.537600,1124.000000,644989861.000000,1148928000.000000,252489728.000000,1292873728.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.379000,0.000000,0.000000,0.000000,0.003000,0.000000
1850,3.950665,1.536402,1.546700,1.462100,1124.000000,644989885.000000,1148928000.000000,252489728.000000,1292873728.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.320000,0.000000,0.000000,0.000000,0.003000,0.000000
1851,3.952602,1.908801,1.884200,1.805500,1124.000000,644991461.000000,1148928000.000000,252489728.000000,1292873728.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.421400,0.000000,0.000000,0.000000,0.002500,0.000000
1852,3.954210,1.627997,1.631800,1.537200,1124.000000,644989293.000000,1148928000.000000,252489728.000000,1292873728.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.358900,0.000000,0.000000,0.000000,0.003500,0.000000
1853,3.955954,1.744799,1.743800,1.655400,1124.000000,644993437.000000,1148928000.000000,252489728.000000,1292873728.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.435600,0.000000,0.000000,0.000000,0.002700,0.000000
1854,3.957793,1.846705,1.844600,1.755400,1124.000000,644993437.000000,1148928000.000000,252489728.000000,1292873728.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.399300,0.000000,0.000000,0.000000,0.002500,0.000000
1855,3.961769,3.948498,3.937100,3.845100,1124.000000,645004249.000000,1148928000.000000,252489728.000000,1292873728.000000,3.509600,0.048600,0.013900,3.399200,0.018900,0.009900,0.000700,0.000500,0.015600,0.002900,0.000000
1856,3.963517,1.747598,1.755900,1.658700,1124.000000,644999389.000000,1148928000.000000,252489728.000000,1292877824.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.343500,0.000000,0.000000,0.000000,0.003100,0.000000
1857,3.965207,1.716702,1.713000,1.628300,1124.000000,644998565.000000,1148928000.000000,252489728.000000,1292877824.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.388600,0.000000,0.000000,0.000000,0.003200,0.000000
1858,3.966961,1.750397,1.749000,1.663700,1124.000000,644998589.000000,1148928000.000000,252489728.000000,1292877824.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.416300,0.000000,0.000000,0.000000,0.002600,0.000000
1859,3.968984,1.978699,1.799000,1.713400,1124.000000,644998349.000000,1148928000.000000,252489728.000000,1292877824.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.430200,0.000000,0.000000,0.000000,0.002600,0.000000
1860,3.970714,1.744501,1.909200,1.646000,1124.000000,645001621.000000,1148928000.000000,252489728.000000,1292877824.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.407300,0.000000,0.000000,0.000000,0.003800,0.000000
1861,3.972604,1.892900,1.888500,1.792300,1124.000000,645002069.000000,1148928000.000000,252489728.000000,1292877824.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.420300,0.000000,0.000000,0.000000,0.003700,0.000000
1862,3.974274,1.697605,1.703900,1.609100,1124.000000,645001669.000000,1148928000.000000,252489728.000000,1292877824.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.363200,0.000000,0.000000,0.000000,0.003300,0.000000
1863,3.978365,4.051297,4.023900,3.929300,1124.000000,645007745.000000,1148928000.000000,252489728.000000,1292877824.000000,3.572500,0.048500,0.013900,3.454300,0.020500,0.009000,0.000800,0.000500,0.018600,0.003000,0.000000
1864,3.980061,1.730201,1.752400,1.640600,1124.000000,645002477.000000,1148928000.000000,252489728.000000,1292881920.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.343200,0.000000,0.000000,0.000000,0.003600,0.000000
1865,3.982206,1.953401,1.944700,1.852900,1124.000000,645002525.000000,1148928000.000000,252489728.000000,1292881920.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.455700,0.000000,0.000000,0.000000,0.003200,0.000000
1866,3.983571,1.535395,1.539000,1.443800,1124.000000,645010717.000000,1148928000.000000,252489728.000000,1292886016.000000,0.000800,0.000000,0.000000,0.000000,0.000000,0.325300,0.000000,0.000000,0.000000,0.003900,0.000000
1867,3.985179,1.631300,1.632700,1.546800,1124.000000,645012221.000000,1148928000.000000,252489728.000000,1292886016.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.364900,0.000000,0.000000,0.000000,0.003400,0.000000
1868,3.987116,1.923604,1.899100,1.810200,1124.000000,645010029.000000,1148928000.000000,252489728.000000,1292886016.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.412200,0.000000,0.000000,0.000000,0.003000,0.000000
1869,3.989007,1.835898,1.842200,1.735900,1124.000000,645014149.000000,1148928000.000000,252489728.000000,1292886016.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.389900,0.000000,0.000000,0.000000,0.003800,0.000000
1870,3.990832,1.876899,1.878000,1.780500,1124.000000,645014181.000000,1148928000.000000,252489728.000000,1292886016.000000,0.000800,0.000000,0.000000,0.000000,0.000000,0.322500,0.000000,0.000000,0.000000,0.004600,0.000000
1871,3.994754,3.847300,3.833000,3.738100,1124.000000,645024873.000000,1148928000.000000,252489728.000000,1292886016.000000,3.372200,0.051400,0.015600,3.259100,0.016700,0.008800,0.000500,0.000600,0.014300,0.003000,0.000000
1872,3.996632,1.957200,1.945500,1.838800,1124.000000,645018925.000000,1148928000.000000,252489728.000000,1292886016.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.510200,0.000000,0.000000,0.000000,0.006000,0.000000
1873,3.998247,1.635402,1.658900,1.548300,1124.000000,645019373.000000,1148928000.000000,252489728.000000,1292886016.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.337400,0.000000,0.000000,0.000000,0.003300,0.000000
1874,3.999821,1.580896,1.582800,1.498600,1124.000000,645018973.000000,1148928000.000000,252489728.000000,1292886016.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.352600,0.000000,0.000000,0.000000,0.002700,0.000000
1875,4.001572,1.738804,1.735400,1.653200,1124.000000,645021523.000000,1148928000.000000,252489728.000000,1292886016.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.438700,0.000000,0.000000,0.000000,0.002400,0.000000
1876,4.003438,1.815200,1.799100,1.712600,1124.000000,645018237.000000,1148928000.000000,252489728.000000,1292886016.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.400300,0.000000,0.000000,0.000000,0.002600,0.000000
1877,4.005008,1.621103,1.630400,1.535300,1124.000000,645022357.000000,1148928000.000000,252489728.000000,1292886016.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.371300,0.000000,0.000000,0.000000,0.004100,0.000000
1878,4.006866,1.832696,1.817200,1.729900,1124.000000,645022381.000000,1148928000.000000,252489728.000000,1292886016.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.432300,0.000000,0.000000,0.000000,0.002700,0.000000
1879,4.010627,3.778600,3.783200,3.686500,1124.000000,645032721.000000,1148928000.000000,252489728.000000,1292886016.000000,3.336300,0.047100,0.016500,3.231300,0.014000,0.009300,0.000700,0.000400,0.012700,0.003600,0.000000
1880,4.012508,1.889300,1.890900,1.801000,1124.000000,645027381.000000,1148928000.000000,252489728.000000,1292886016.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.398800,0.000000,0.000000,0.000000,0.002500,0.000000
1881,4.014072,1.577204,1.582900,1.497700,1124.000000,645027429.000000,1148928000.000000,252489728.000000,1292886016.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.332100,0.000000,0.000000,0.000000,0.003100,0.000000
1882,4.015651,1.576998,1.573000,1.497800,1124.000000,645027429.000000,1148928000.000000,252489728.000000,1292886016.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.358900,0.000000,0.000000,0.000000,0.002300,0.000000
1883,4.017388,1.742297,1.740300,1.661000,1124.000000,645032933.000000,1148928000.000000,252489728.000000,1292886016.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.334500,0.000000,0.000000,0.000000,0.002600,0.000000
1884,4.019132,1.703005,1.689800,1.607000,1124.000000,645030749.000000,1148928000.000000,252489728.000000,1292886016.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.405100,0.000000,0.000000,0.000000,0.002400,0.000000
1885,4.021980,2.853196,2.836000,2.742200,1124.000000,645033691.000000,1148928000.000000,252489728.000000,1292886016.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.832100,0.000000,0.000000,0.000000,0.003800,0.000000
1886,4.025670,3.697399,3.714000,3.612500,1124.000000,645030405.000000,1148928000.000000,252489728.000000,1292886016.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.364000,0.000000,0.000000,0.000000,0.003300,0.000000
1887,4.032497,6.768906,6.723700,6.625200,1124.000000,645037425.000000,1148928000.000000,252489728.000000,1292886016.000000,6.214800,0.051300,0.018800,6.087300,0.018900,0.009300,0.000700,0.000800,0.019900,0.002700,0.000000
1888,4.034404,1.952799,1.979100,1.850600,1124.000000,645036373.000000,1148928000.000000,252489728.000000,1292886016.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.340100,0.000000,0.000000,0.000000,0.003800,0.000000
1889,4.037179,2.782398,2.786100,2.687900,1124.000000,645038859.000000,1148928000.000000,252489728.000000,1292886016.000000,0.000700,0.000000,0.000000,0.000000,0.000000,1.571500,0.000000,0.000000,0.000000,0.003500,0.000000
1890,4.039845,2.683298,2.688700,2.598300,1124.000000,645036421.000000,1148928000.000000,252489728.000000,1292886016.000000,0.000800,0.000000,0.000000,0.000000,0.000000,0.348500,0.000000,0.000000,0.000000,0.003000,0.000000
1891,4.044564,4.675503,4.658800,4.574100,1124.000000,645046401.000000,1148928000.000000,252489728.000000,1292886016.000000,4.239800,0.044900,0.013000,4.132600,0.018100,0.008600,0.000700,0.000500,0.016600,0.003200,0.000000
1892,4.048315,3.788202,3.777300,3.680600,1124.000000,645040285.000000,1148928000.000000,252489728.000000,1292886016.000000,0.000500,0.000000,0.000000,0.000000,0.000000,1.367400,0.000000,0.000000,0.000000,0.003100,0.000000
1893,4.049712,1.419898,1.437800,1.335700,1124.000000,645040309.000000,1148928000.000000,252489728.000000,1292886016.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.290800,0.000000,0.000000,0.000000,0.003400,0.000000
1894,4.051974,2.237798,2.234100,2.149300,1124.000000,645044429.000000,1148928000.000000,252489728.000000,1292886016.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.389400,0.000000,0.000000,0.000000,0.002700,0.000000
1895,4.054168,2.208999,2.210700,2.127000,1124.000000,645043533.000000,1148928000.000000,252489728.000000,1292886016.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.375100,0.000000,0.000000,0.000000,0.003600,0.000000
1896,4.056884,2.696606,2.685800,2.604000,1124.000000,645043549.000000,1148928000.000000,252489728.000000,1292886016.000000,0.000500,0.000000,0.000000,0.000000,0.000000,1.464600,0.000000,0.000000,0.000000,0.002600,0.000000
1897,4.062098,5.208099,5.201400,5.110200,1124.000000,645055201.000000,1148928000.000000,252489728.000000,1292886016.000000,4.754500,0.054500,0.015200,4.636100,0.020000,0.010300,0.000600,0.000500,0.014400,0.003600,0.000000
1898,4.063519,1.438896,1.457600,1.367500,1124.000000,645049789.000000,1148928000.000000,252489728.000000,1292886016.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.284000,0.000000,0.000000,0.000000,0.002700,0.000000
1899,4.065132,1.637698,1.635700,1.566500,1124.000000,645055365.000000,1148928000.000000,252489728.000000,1292886016.000000,0.000400,0.000000,0.000000,0.000000,0.000000,0.296400,0.000000,0.000000,0.000000,0.002300,0.000000
1900,4.068570,3.384106,3.204800,3.130900,1124.000000,645055659.000000,1148928000.000000,252489728.000000,1292886016.000000,0.000500,0.000000,0.000000,0.000000,0.000000,1.558100,0.000000,0.000000,0.000000,0.002100,0.000000
1901,4.070378,1.845897,2.012100,1.767800,1124.000000,645048109.000000,1148928000.000000,252489728.000000,1292886016.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.331800,0.000000,0.000000,0.000000,0.003400,0.000000
1902,4.072320,1.924199,1.919800,1.840700,1124.000000,645048133.000000,1148928000.000000,252489728.000000,1292886016.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.403300,0.000000,0.000000,0.000000,0.002500,0.000000
1903,4.073993,1.675000,1.666400,1.583500,1124.000000,645048157.000000,1148928000.000000,252489728.000000,1292886016.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.366000,0.000000,0.000000,0.000000,0.003300,0.000000
1904,4.078033,4.042297,4.047300,3.961400,1124.000000,645057825.000000,1148928000.000000,252489728.000000,1292890112.000000,3.638400,0.043800,0.012800,3.541300,0.016500,0.008100,0.000600,0.000400,0.010800,0.003200,0.000000
1905,4.079846,1.811302,1.799400,1.718800,1124.000000,645056677.000000,1148928000.000000,252489728.000000,1292890112.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.331300,0.000000,0.000000,0.000000,0.002500,0.000000
1906,4.082330,2.492198,2.498800,2.410500,1124.000000,645056701.000000,1148928000.000000,252489728.000000,1292890112.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.408500,0.000000,0.000000,0.000000,0.003000,0.000000
1907,4.085082,2.729804,2.723900,2.643300,1124.000000,645057597.000000,1148928000.000000,252489728.000000,1292890112.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.341700,0.000000,0.000000,0.000000,0.002600,0.000000
1908,4.087852,2.425702,2.412300,2.324900,1124.000000,645056493.000000,1148928000.000000,252489728.000000,1292890112.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.398100,0.000000,0.000000,0.000000,0.003200,0.000000
1909,4.089096,1.605095,1.609200,1.514300,1124.000000,645056525.000000,1148928000.000000,252489728.000000,1292890112.000000,0.000800,0.000000,0.000000,0.000000,0.000000,0.010500,0.000000,0.000000,0.000000,0.006300,0.000000
1910,4.092502,3.399504,3.380600,3.290300,1124.000000,645056541.000000,1148928000.000000,252489728.000000,1292890112.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.607500,0.000000,0.000000,0.000000,0.002900,0.000000
1911,4.096251,3.736394,3.741400,3.636900,1176.000000,645066913.000000,1148928000.000000,252489728.000000,1292890112.000000,3.298900,0.049200,0.016000,3.190800,0.015700,0.010300,0.000500,0.000400,0.015900,0.003200,0.000000
1912,4.099114,2.864406,2.856500,2.760600,1124.000000,645061925.000000,1148928000.000000,252489728.000000,1292894208.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.321800,0.000000,0.000000,0.000000,0.003400,0.000000
1913,4.101740,2.615497,1.572400,1.463000,1124.000000,645061101.000000,1148928000.000000,252489728.000000,1292894208.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.341100,0.000000,0.000000,0.000000,0.007600,0.000000
1914,4.103947,2.206399,3.004200,1.861300,1124.000000,645058487.000000,1148928000.000000,252489728.000000,1292894208.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.146300,0.000000,0.000000,0.000000,0.033400,0.000000
1915,4.104351,0.437798,0.693900,0.538600,1124.000000,645065370.000000,1148928000.000000,252489728.000000,1292894208.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.009800,0.000000,0.000000,0.000000,0.003700,0.000000
1916,4.107800,3.435601,3.429900,3.346300,1124.000000,645064541.000000,1148928000.000000,252489728.000000,1292894208.000000,0.000600,0.000000,0.000000,0.000000,0.000000,1.988200,0.000000,0.000000,0.000000,0.003100,0.000000
1917,4.113304,5.500404,5.489300,5.401800,1124.000000,645074281.000000,1148928000.000000,252489728.000000,1292894208.000000,5.054300,0.043600,0.013800,4.950600,0.016900,0.009000,0.000600,0.000400,0.015200,0.003000,0.000000
1918,4.115490,2.198399,2.201000,2.107800,1124.000000,645069061.000000,1148928000.000000,252489728.000000,1292894208.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.388300,0.000000,0.000000,0.000000,0.002900,0.000000
1919,4.118558,3.052997,3.017100,2.926500,1124.000000,645069085.000000,1148928000.000000,252489728.000000,1292894208.000000,0.000600,0.000000,0.000000,0.000000,0.000000,1.278400,0.000000,0.000000,0.000000,0.003400,0.000000
1920,4.120146,1.592800,1.624300,1.507000,1124.000000,645069109.000000,1148928000.000000,252489728.000000,1292898304.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.410700,0.000000,0.000000,0.000000,0.003300,0.000000
1921,4.123414,3.242800,3.233700,3.138800,1124.000000,645068789.000000,1148928000.000000,252489728.000000,1292898304.000000,0.000600,0.000000,0.000000,0.000000,0.000000,1.281500,0.000000,0.000000,0.000000,0.003600,0.000000
1922,4.130790,7.397803,7.393000,7.298900,1124.000000,645079153.000000,1148928000.000000,252489728.000000,1292898304.000000,6.920200,0.041000,0.013200,6.817400,0.019300,0.008200,0.000500,0.000500,0.014600,0.003900,0.000000
1923,4.134072,3.288499,3.285500,3.190200,1124.000000,645074645.000000,1148928000.000000,252489728.000000,1292898304.000000,0.000400,0.000000,0.000000,0.000000,0.000000,0.307100,0.000000,0.000000,0.000000,0.003100,0.000000
1924,4.135498,1.455201,1.470600,1.378800,1124.000000,645073805.000000,1148928000.000000,252489728.000000,1292898304.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.325300,0.000000,0.000000,0.000000,0.003300,0.000000
1925,4.139533,4.001701,3.990600,3.910800,1124.000000,645073837.000000,1148928000.000000,252489728.000000,1292898304.000000,0.000400,0.000000,0.000000,0.000000,0.000000,1.126000,0.000000,0.000000,0.000000,0.002500,0.000000
1926,4.141921,2.393197,2.388200,2.300300,1124.000000,645073485.000000,1148928000.000000,252489728.000000,1292898304.000000,0.000500,0.000000,0.000000,0.000000,0.000000,1.169700,0.000000,0.000000,0.000000,0.003300,0.000000
1927,4.145257,3.324199,3.329200,3.240800,1124.000000,645082777.000000,1148928000.000000,252489728.000000,1292898304.000000,2.923600,0.042500,0.013100,2.826700,0.014600,0.008500,0.000600,0.000400,0.013100,0.003400,0.000000
1928,4.147208,1.971400,1.966000,1.883500,1124.000000,645077669.000000,1148928000.000000,252489728.000000,1292902400.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.368000,0.000000,0.000000,0.000000,0.002700,0.000000
1929,4.148700,1.508397,1.506500,1.424200,1124.000000,645077709.000000,1148928000.000000,252489728.000000,1292902400.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.296800,0.000000,0.000000,0.000000,0.002700,0.000000
1930,4.152164,3.392503,3.371500,3.285000,1124.000000,645081829.000000,1148928000.000000,252489728.000000,1292902400.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.361800,0.000000,0.000000,0.000000,0.002800,0.000000
1931,4.154636,2.544402,2.550800,2.446100,1124.000000,645083165.000000,1148928000.000000,252489728.000000,1292902400.000000,0.000800,0.000000,0.000000,0.000000,0.000000,0.413200,0.000000,0.000000,0.000000,0.006100,0.000000
1932,4.157908,3.258595,3.268300,3.173100,1124.000000,645080997.000000,1148928000.000000,252489728.000000,1292902400.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.379000,0.000000,0.000000,0.000000,0.002800,0.000000
1933,4.163057,5.133702,5.121700,5.037500,1124.000000,645091449.000000,1148928000.000000,252489728.000000,1292902400.000000,4.721200,0.043900,0.012200,4.615300,0.016700,0.009600,0.000800,0.000400,0.016900,0.002700,0.000000
1934,4.165041,1.980499,1.989200,1.899200,1124.000000,645085741.000000,1148928000.000000,252489728.000000,1292902400.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.338600,0.000000,0.000000,0.000000,0.003100,0.000000
1935,4.167340,2.294600,2.148700,2.066700,1124.000000,645088219.000000,1148928000.000000,252489728.000000,1292902400.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.369900,0.000000,0.000000,0.000000,0.002600,0.000000
1936,4.169274,1.956002,2.093800,1.875000,1124.000000,645085805.000000,1148928000.000000,252489728.000000,1292906496.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.309000,0.000000,0.000000,0.000000,0.003200,0.000000
1937,4.172344,3.054400,3.043600,2.958300,1124.000000,645085309.000000,1148928000.000000,252489728.000000,1292906496.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.368200,0.000000,0.000000,0.000000,0.002700,0.000000
1938,4.173929,1.601899,1.603000,1.512700,1124.000000,645085333.000000,1148928000.000000,252489728.000000,1292906496.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.320000,0.000000,0.000000,0.000000,0.003400,0.000000
1939,4.180935,6.985098,6.978800,6.888100,1124.000000,645096913.000000,1148928000.000000,252489728.000000,1292906496.000000,6.558500,0.040400,0.011900,6.458700,0.017600,0.009500,0.000600,0.000600,0.015900,0.002900,0.000000
1940,4.184331,3.353401,3.332700,3.235300,1124.000000,645089685.000000,1148928000.000000,252489728.000000,1292906496.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.310300,0.000000,0.000000,0.000000,0.002700,0.000000
1941,4.187030,2.705704,2.706800,2.589900,1124.000000,645089709.000000,1148928000.000000,252489728.000000,1292906496.000000,0.000700,0.000000,0.000000,0.000000,0.000000,1.457400,0.000000,0.000000,0.000000,0.003600,0.000000
1942,4.188907,1.919296,1.931800,1.825600,1124.000000,645093829.000000,1148928000.000000,252489728.000000,1292906496.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.470400,0.000000,0.000000,0.000000,0.004000,0.000000
1943,4.193006,4.096804,4.088100,3.995600,1124.000000,645093285.000000,1148928000.000000,252489728.000000,1292906496.000000,0.000600,0.000000,0.000000,0.000000,0.000000,2.268700,0.000000,0.000000,0.000000,0.003500,0.000000
1944,4.197073,4.045699,4.032600,3.931500,1124.000000,645103265.000000,1148928000.000000,252489728.000000,1292906496.000000,3.558800,0.035000,0.017300,3.455300,0.018800,0.008800,0.000500,0.000500,0.017200,0.003600,0.000000
1945,4.198792,1.743998,1.760600,1.653300,1124.000000,645098469.000000,1148928000.000000,252489728.000000,1292906496.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.310400,0.000000,0.000000,0.000000,0.003000,0.000000
1946,4.200316,1.519997,1.467900,1.382600,1124.000000,645098077.000000,1148928000.000000,252489728.000000,1292906496.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.312600,0.000000,0.000000,0.000000,0.003000,0.000000
1947,4.204193,3.859403,3.889100,3.752500,1124.000000,645099773.000000,1148928000.000000,252489728.000000,1292906496.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.530200,0.000000,0.000000,0.000000,0.004000,0.000000
1948,4.208106,3.943297,1.293900,1.190000,1124.000000,645097533.000000,1148928000.000000,252489728.000000,1292906496.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.030700,0.000000,0.000000,0.000000,0.003000,0.000000
