frame,elapsed_seconds,delta_time_ms,main_thread_ms,player_loop_ms,gc_allocated_in_frame_bytes,total_used_memory_bytes,total_reserved_memory_bytes,gc_reserved_memory_bytes,system_used_memory_bytes,fixed_step_ms,belt_transfer_ms,belt_progress_ms,transfer_command_buffer_ms,item_pool_initialization_ms,item_visual_capture_ms,item_transform_presentation_ms,item_process_ms,item_port_adapter_ms,item_port_buffer_swap_ms,grid_placement_transform_ms,wait_for_job_group_ms
95,0.170815,1.348399,1.339500,1.257900,1124.000000,643934990.000000,1143959552.000000,251715584.000000,1281638400.000000,0.000600,0.000000,0.000000,0.000000,0.008500,0.000000,0.000000,0.000000,0.000000,0.000000,0.002700,0.000000
96,0.171989,1.163804,1.162600,1.071800,1124.000000,643934990.000000,1143959552.000000,251715584.000000,1281638400.000000,0.000500,0.000000,0.000000,0.000000,0.007900,0.000000,0.000000,0.000000,0.000000,0.000000,0.002400,0.000000
97,0.173057,1.078394,1.080000,0.991800,1124.000000,643937182.000000,1143959552.000000,251715584.000000,1281638400.000000,0.000600,0.000000,0.000000,0.000000,0.009000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003100,0.000000
98,0.175802,2.690001,2.660100,2.565600,1124.000000,643935534.000000,1143959552.000000,251715584.000000,1281638400.000000,2.205800,0.044800,0.011400,2.119400,0.008200,0.000000,0.000000,0.000600,0.000500,0.015600,0.002700,0.000000
99,0.176780,1.034205,1.058600,0.948400,1124.000000,643942604.000000,1143959552.000000,251715584.000000,1281638400.000000,0.000500,0.000000,0.000000,0.000000,0.012400,0.000000,0.000000,0.000000,0.000000,0.000000,0.003300,0.000000
100,0.177929,1.154797,1.157300,1.075300,1124.000000,643939630.000000,1143959552.000000,251715584.000000,1281638400.000000,0.000500,0.000000,0.000000,0.000000,0.008200,0.000000,0.000000,0.000000,0.000000,0.000000,0.003000,0.000000
101,0.179083,1.159999,1.160700,1.082400,1124.000000,643939630.000000,1143959552.000000,251715584.000000,1281638400.000000,0.000700,0.000000,0.000000,0.000000,0.007300,0.000000,0.000000,0.000000,0.000000,0.000000,0.002500,0.000000
102,0.180122,1.053501,1.055300,0.982400,1124.000000,643939598.000000,1143959552.000000,251715584.000000,1281638400.000000,0.000500,0.000000,0.000000,0.000000,0.007500,0.000000,0.000000,0.000000,0.000000,0.000000,0.002300,0.000000
103,0.181252,1.124100,1.118400,1.047600,1124.000000,643939086.000000,1143959552.000000,251715584.000000,1281638400.000000,0.000500,0.000000,0.000000,0.000000,0.006100,0.000000,0.000000,0.000000,0.000000,0.000000,0.002400,0.000000
104,0.182591,1.205102,1.101100,1.025000,1124.000000,643939086.000000,1143959552.000000,251715584.000000,1281638400.000000,0.000600,0.000000,0.000000,0.000000,0.007000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002400,0.000000
105,0.184418,1.642000,1.474900,1.294800,1124.000000,643944030.000000,1143959552.000000,251715584.000000,1281638400.000000,0.000800,0.000000,0.000000,0.000000,0.012200,0.000000,0.000000,0.000000,0.000000,0.000000,0.003600,0.000000
106,0.185179,1.036798,1.281400,0.945200,1124.000000,643943182.000000,1143959552.000000,251715584.000000,1281638400.000000,0.000700,0.000000,0.000000,0.000000,0.041000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005200,0.000000
107,0.186369,1.188698,1.197000,1.100800,1124.000000,643943182.000000,1143959552.000000,251715584.000000,1281638400.000000,0.000600,0.000000,0.000000,0.000000,0.009200,0.000000,0.000000,0.000000,0.000000,0.000000,0.003500,0.000000
