frame,elapsed_seconds,delta_time_ms,main_thread_ms,player_loop_ms,gc_allocated_in_frame_bytes,total_used_memory_bytes,total_reserved_memory_bytes,gc_reserved_memory_bytes,system_used_memory_bytes,fixed_step_ms,belt_transfer_ms,belt_progress_ms,transfer_command_buffer_ms,item_pool_initialization_ms,item_visual_capture_ms,item_transform_presentation_ms,item_process_ms,item_port_adapter_ms,item_port_buffer_swap_ms,grid_placement_transform_ms,grid_build_ms,grid_occupancy_index_ms,belt_topology_visual_ms,wait_for_job_group_ms
1433,1.633807,1.358794,1.369600,1.246400,1076.000000,851585656.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000700,0.000000,0.000000,0.000000,0.012700,0.000000,0.089000,0.000000,0.000000,0.000000,0.005500,0.002500,0.002700,0.007300,0.000000
1434,1.634898,1.168304,1.171600,1.060600,1076.000000,851573984.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000800,0.000000,0.000000,0.000000,0.014000,0.000000,0.101200,0.000000,0.000000,0.000000,0.005400,0.001900,0.002700,0.006400,0.000000
1435,1.635904,1.018998,1.017300,0.914200,1076.000000,851570944.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000900,0.000000,0.000000,0.000000,0.009700,0.000000,0.011500,0.000000,0.000000,0.000000,0.004600,0.002100,0.002300,0.006200,0.000000
1436,1.636943,1.031002,1.028900,0.926200,1076.000000,851570992.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000600,0.000000,0.000000,0.000000,0.009600,0.000000,0.111800,0.000000,0.000000,0.000000,0.004500,0.002500,0.002400,0.006600,0.000000
1437,1.638211,1.272697,1.267500,1.165800,1076.000000,851571448.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000800,0.000000,0.000000,0.000000,0.010000,0.000000,0.037300,0.000000,0.000000,0.000000,0.004400,0.002600,0.002500,0.006800,0.000000
1438,1.639591,1.372399,1.371500,1.266800,1076.000000,851577320.000000,1324570160.000000,237035520.000000,1572634624.000000,0.320500,0.038200,0.011700,0.105900,0.009200,0.016800,0.072700,0.018900,0.024600,0.012000,0.004500,0.002100,0.002500,0.005000,0.000000
1439,1.640693,1.109800,1.108100,1.000000,1076.000000,851577360.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000700,0.000000,0.000000,0.000000,0.010600,0.000000,0.021700,0.000000,0.000000,0.000000,0.004400,0.001900,0.002400,0.006300,0.000000
1440,1.641689,0.993601,0.991300,0.890700,1076.000000,851577376.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000700,0.000000,0.000000,0.000000,0.009500,0.000000,0.011000,0.000000,0.000000,0.000000,0.004100,0.002000,0.002400,0.006200,0.000000
1441,1.642735,1.047903,1.045500,0.946200,1076.000000,851581912.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000700,0.000000,0.000000,0.000000,0.009800,0.000000,0.010600,0.000000,0.000000,0.000000,0.004000,0.002400,0.002200,0.006700,0.000000
1442,1.643690,0.961097,0.960200,0.862100,1076.000000,851580312.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000700,0.000000,0.000000,0.000000,0.009600,0.000000,0.010700,0.000000,0.000000,0.000000,0.004200,0.002100,0.002500,0.006400,0.000000
1443,1.644657,0.965604,0.963400,0.867400,1076.000000,851579488.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000800,0.000000,0.000000,0.000000,0.009400,0.000000,0.010100,0.000000,0.000000,0.000000,0.004300,0.002000,0.002300,0.006300,0.000000
1444,1.645774,1.099901,1.053600,0.873500,1076.000000,851583608.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000700,0.000000,0.000000,0.000000,0.009000,0.000000,0.010800,0.000000,0.000000,0.000000,0.004300,0.001700,0.002300,0.006300,0.000000
1445,1.646916,1.139598,1.169900,1.047900,1076.000000,851584184.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000600,0.000000,0.000000,0.000000,0.011300,0.000000,0.011000,0.000000,0.000000,0.000000,0.004100,0.001700,0.002400,0.005500,0.000000
1446,1.648107,1.197803,1.198300,1.090300,1076.000000,851583784.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000800,0.000000,0.000000,0.000000,0.009700,0.000000,0.011500,0.000000,0.000000,0.000000,0.004800,0.001900,0.002500,0.006100,0.000000
1447,1.649230,1.119296,1.116400,1.011000,1076.000000,851583808.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000600,0.000000,0.000000,0.000000,0.009700,0.000000,0.011400,0.000000,0.000000,0.000000,0.004700,0.002400,0.002500,0.006800,0.000000
1448,1.650410,1.177799,1.173900,1.069500,1076.000000,851584256.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000700,0.000000,0.000000,0.000000,0.010200,0.000000,0.030300,0.000000,0.000000,0.000000,0.004800,0.002900,0.002900,0.006700,0.000000
1449,1.651735,1.274702,1.254700,1.140200,1076.000000,851598216.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000700,0.000000,0.000000,0.000000,0.010300,0.000000,0.011900,0.000000,0.000000,0.000000,0.004000,0.002100,0.002300,0.006600,0.000000
1450,1.652980,1.275900,1.277900,1.152500,1076.000000,851590216.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000800,0.000000,0.000000,0.000000,0.010400,0.000000,0.014000,0.000000,0.000000,0.000000,0.004600,0.002100,0.002800,0.007900,0.000000
1451,1.654063,1.081399,1.084900,0.968300,1076.000000,851587600.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000800,0.000000,0.000000,0.000000,0.011600,0.000000,0.042200,0.000000,0.000000,0.000000,0.004900,0.002200,0.002700,0.008100,0.000000
1452,1.655710,1.667297,1.669500,1.559500,1116.000000,851589536.000000,1324570160.000000,237035520.000000,1572634624.000000,0.418600,0.123300,0.011600,0.208300,0.010400,0.017800,0.064300,0.014300,0.019200,0.012900,0.004800,0.002200,0.005000,0.006200,0.000000
1453,1.656969,1.234304,1.228700,1.122500,1076.000000,851589560.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000700,0.000000,0.000000,0.000000,0.011000,0.000000,0.012200,0.000000,0.000000,0.000000,0.003800,0.002100,0.002400,0.007000,0.000000
1454,1.658098,1.149596,1.146400,1.036600,1076.000000,851589584.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000800,0.000000,0.000000,0.000000,0.010100,0.000000,0.011200,0.000000,0.000000,0.000000,0.004600,0.002300,0.002900,0.007400,0.000000
1455,1.659087,1.011806,1.016500,0.910300,1076.000000,851589632.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000700,0.000000,0.000000,0.000000,0.010900,0.000000,0.011500,0.000000,0.000000,0.000000,0.004600,0.002200,0.002700,0.006800,0.000000
1456,1.660052,0.971599,0.967600,0.868500,1076.000000,851590088.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000700,0.000000,0.000000,0.000000,0.009400,0.000000,0.010700,0.000000,0.000000,0.000000,0.004000,0.002800,0.002400,0.006700,0.000000
1457,1.660999,0.942297,0.943700,0.843200,1076.000000,851593768.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000800,0.000000,0.000000,0.000000,0.008900,0.000000,0.009800,0.000000,0.000000,0.000000,0.003700,0.002600,0.002400,0.006500,0.000000
1458,1.661962,0.951502,0.945300,0.848500,1076.000000,851597904.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000600,0.000000,0.000000,0.000000,0.008700,0.000000,0.010800,0.000000,0.000000,0.000000,0.003900,0.002000,0.002100,0.006300,0.000000
1459,1.662954,1.003997,1.003300,0.902800,1076.000000,851602016.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000700,0.000000,0.000000,0.000000,0.009900,0.000000,0.010800,0.000000,0.000000,0.000000,0.004300,0.001900,0.002200,0.006900,0.000000
1460,1.664110,1.146400,1.139300,1.023200,1076.000000,851602456.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000800,0.000000,0.000000,0.000000,0.008700,0.000000,0.010700,0.000000,0.000000,0.000000,0.004300,0.001900,0.002300,0.006700,0.000000
1461,1.665065,0.965802,0.967500,0.866000,1076.000000,851602904.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000700,0.000000,0.000000,0.000000,0.009600,0.000000,0.010600,0.000000,0.000000,0.000000,0.004300,0.002600,0.002500,0.006900,0.000000
1462,1.666040,0.972300,0.972600,0.875500,1076.000000,851602080.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000700,0.000000,0.000000,0.000000,0.009500,0.000000,0.010400,0.000000,0.000000,0.000000,0.003800,0.002800,0.002100,0.006500,0.000000
1463,1.667108,1.030598,1.018100,0.921800,1076.000000,851606200.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000500,0.000000,0.000000,0.000000,0.009300,0.000000,0.011600,0.000000,0.000000,0.000000,0.003800,0.002600,0.002600,0.006400,0.000000
1464,1.668131,1.059899,1.059800,0.953800,1076.000000,851606648.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000800,0.000000,0.000000,0.000000,0.012200,0.000000,0.011600,0.000000,0.000000,0.000000,0.004200,0.002000,0.002300,0.004800,0.000000
1465,1.669133,1.008100,1.012100,0.910100,1076.000000,851606248.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000800,0.000000,0.000000,0.000000,0.009200,0.000000,0.010400,0.000000,0.000000,0.000000,0.003700,0.001900,0.002200,0.006100,0.000000
1466,1.670252,1.041404,1.038200,0.941700,1076.000000,851606272.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000600,0.000000,0.000000,0.000000,0.009500,0.000000,0.010700,0.000000,0.000000,0.000000,0.003700,0.002500,0.002200,0.006300,0.000000
1467,1.671467,1.228897,1.198300,1.093400,1076.000000,851606304.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000700,0.000000,0.000000,0.000000,0.009700,0.000000,0.011700,0.000000,0.000000,0.000000,0.007800,0.001900,0.003000,0.007200,0.000000
1468,1.673288,1.804004,1.752000,1.614400,1076.000000,851621320.000000,1324570160.000000,237035520.000000,1572634624.000000,0.414800,0.057900,0.013100,0.145100,0.012200,0.024600,0.013600,0.018000,0.029300,0.017400,0.005500,0.002600,0.002700,0.007200,0.000000
1469,1.674447,1.198795,1.257100,1.087800,1076.000000,851609352.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000800,0.000000,0.000000,0.000000,0.016300,0.000000,0.012900,0.000000,0.000000,0.000000,0.004300,0.002200,0.003400,0.008200,0.000000
1470,1.675448,1.030102,1.037800,0.926700,1076.000000,851610832.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000800,0.000000,0.000000,0.000000,0.009900,0.000000,0.011300,0.000000,0.000000,0.000000,0.004100,0.002200,0.002700,0.010100,0.000000
1471,1.676841,1.389704,0.948800,0.847300,1076.000000,851610880.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000600,0.000000,0.000000,0.000000,0.010000,0.000000,0.010500,0.000000,0.000000,0.000000,0.004000,0.001800,0.002500,0.006400,0.000000
1472,1.677832,0.998994,1.431500,0.896300,1076.000000,851610840.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000600,0.000000,0.000000,0.000000,0.009400,0.000000,0.011500,0.000000,0.000000,0.000000,0.003700,0.001800,0.002400,0.006900,0.000000
1473,1.679129,1.286302,1.187200,1.083100,1076.000000,851610424.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000700,0.000000,0.000000,0.000000,0.009200,0.000000,0.010400,0.000000,0.000000,0.000000,0.003900,0.001700,0.002300,0.006600,0.000000
1474,1.680147,1.022697,1.119500,0.922500,1076.000000,851610464.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000700,0.000000,0.000000,0.000000,0.009500,0.000000,0.011000,0.000000,0.000000,0.000000,0.004400,0.002400,0.002400,0.007100,0.000000
1475,1.681152,1.008702,1.010000,0.910300,1076.000000,851614576.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000600,0.000000,0.000000,0.000000,0.009000,0.000000,0.010800,0.000000,0.000000,0.000000,0.003600,0.002000,0.002500,0.006400,0.000000
1476,1.682528,1.331002,1.278800,1.126300,1076.000000,851619112.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000700,0.000000,0.000000,0.000000,0.008800,0.000000,0.011200,0.000000,0.000000,0.000000,0.003900,0.001800,0.002600,0.006000,0.000000
1477,1.683927,1.417999,1.445500,1.296800,1076.000000,851619560.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000800,0.000000,0.000000,0.000000,0.012000,0.000000,0.020400,0.000000,0.000000,0.000000,0.005100,0.002300,0.003500,0.008500,0.000000
1478,1.685019,1.105697,1.071500,0.958500,1076.000000,851618736.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000800,0.000000,0.000000,0.000000,0.010100,0.000000,0.012100,0.000000,0.000000,0.000000,0.004800,0.002300,0.002900,0.006700,0.000000
1479,1.686280,1.261905,1.183300,1.037800,1076.000000,851618760.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000700,0.000000,0.000000,0.000000,0.009500,0.000000,0.025400,0.000000,0.000000,0.000000,0.004700,0.001900,0.002300,0.006400,0.000000
1480,1.687606,1.308099,1.418700,1.195500,1076.000000,851619208.000000,1324570160.000000,237035520.000000,1572634624.000000,0.000600,0.000000,0.000000,0.000000,0.010100,0.000000,0.011400,0.000000,0.000000,0.000000,0.004500,0.001900,0.002300,0.007000,0.000000
1481,1.689299,1.681597,1.518600,1.352900,1076.000000,851619352.000000,1324570160.000000,237035520.000000,1572634624.000000,0.317900,0.042400,0.011800,0.104300,0.010700,0.017100,0.174200,0.013900,0.019200,0.012200,0.005300,0.002000,0.002500,0.005400,0.000000
1482,1.690338,1.068502,1.229300,0.967300,1076.000000,851623048.000000,1324570160.000000,237035520.000000,1572638720.000000,0.000700,0.000000,0.000000,0.000000,0.012700,0.000000,0.012500,0.000000,0.000000,0.000000,0.004800,0.002300,0.002600,0.007300,0.000000
1483,1.691375,1.045302,1.041000,0.938000,1076.000000,851623072.000000,1324570160.000000,237035520.000000,1572638720.000000,0.000700,0.000000,0.000000,0.000000,0.010100,0.000000,0.013300,0.000000,0.000000,0.000000,0.004400,0.001900,0.002300,0.006500,0.000000
1484,1.692436,1.058397,1.059900,0.955200,1076.000000,851637608.000000,1324570160.000000,237035520.000000,1572638720.000000,0.000600,0.000000,0.000000,0.000000,0.009300,0.000000,0.012200,0.000000,0.000000,0.000000,0.004000,0.001900,0.002700,0.006300,0.000000
1485,1.693460,1.036501,1.036300,0.936000,1076.000000,851625392.000000,1324570160.000000,237035520.000000,1572642816.000000,0.000700,0.000000,0.000000,0.000000,0.009700,0.000000,0.011700,0.000000,0.000000,0.000000,0.004500,0.002300,0.002400,0.006600,0.000000
1486,1.694669,1.180400,1.177000,1.079300,1076.000000,851612000.000000,1324570160.000000,237035520.000000,1572642816.000000,0.000600,0.000000,0.000000,0.000000,0.008900,0.000000,0.010500,0.000000,0.000000,0.000000,0.003900,0.002400,0.002200,0.006400,0.000000
1487,1.695608,0.972598,0.973100,0.875400,1076.000000,851612048.000000,1324570160.000000,237035520.000000,1572642816.000000,0.000700,0.000000,0.000000,0.000000,0.009100,0.000000,0.010900,0.000000,0.000000,0.000000,0.004200,0.001800,0.002100,0.006500,0.000000
1488,1.696577,0.964605,0.955600,0.860600,1076.000000,851612504.000000,1324570160.000000,237035520.000000,1572642816.000000,0.000600,0.000000,0.000000,0.000000,0.008600,0.000000,0.010500,0.000000,0.000000,0.000000,0.003700,0.002100,0.002200,0.006200,0.000000
1489,1.697820,1.220600,1.214000,1.108700,1076.000000,851616184.000000,1324570160.000000,237035520.000000,1572642816.000000,0.000700,0.000000,0.000000,0.000000,0.009300,0.000000,0.010000,0.000000,0.000000,0.000000,0.004200,0.002700,0.002500,0.006200,0.000000
1490,1.698814,1.004096,1.005200,0.899600,1076.000000,851616224.000000,1324570160.000000,237035520.000000,1572642816.000000,0.000700,0.000000,0.000000,0.000000,0.010600,0.000000,0.011200,0.000000,0.000000,0.000000,0.004400,0.002000,0.002400,0.006500,0.000000
1491,1.699828,1.006902,1.002900,0.901400,1076.000000,851616240.000000,1324570160.000000,237035520.000000,1572642816.000000,0.000800,0.000000,0.000000,0.000000,0.010100,0.000000,0.011100,0.000000,0.000000,0.000000,0.004200,0.001900,0.002200,0.006400,0.000000
1492,1.700786,0.981399,0.985600,0.883800,1076.000000,851620776.000000,1324570160.000000,237035520.000000,1572708352.000000,0.000700,0.000000,0.000000,0.000000,0.009000,0.000000,0.011000,0.000000,0.000000,0.000000,0.003900,0.002400,0.002500,0.006400,0.000000
1493,1.701777,0.990299,0.987300,0.892800,1076.000000,851621224.000000,1324570160.000000,237035520.000000,1572708352.000000,0.000600,0.000000,0.000000,0.000000,0.008800,0.000000,0.010800,0.000000,0.000000,0.000000,0.003500,0.002200,0.002100,0.006600,0.000000
1494,1.702740,0.955102,0.953100,0.857400,1076.000000,851620400.000000,1324570160.000000,237035520.000000,1572708352.000000,0.000600,0.000000,0.000000,0.000000,0.008800,0.000000,0.010700,0.000000,0.000000,0.000000,0.003700,0.002500,0.002300,0.006600,0.000000
1495,1.703753,1.008702,1.002400,0.905400,1076.000000,851624520.000000,1324570160.000000,237035520.000000,1572708352.000000,0.000600,0.000000,0.000000,0.000000,0.008900,0.000000,0.011100,0.000000,0.000000,0.000000,0.003800,0.001700,0.002500,0.006300,0.000000
1496,1.705613,1.845302,1.836300,1.732000,1076.000000,851624528.000000,1324570160.000000,237035520.000000,1572712448.000000,0.445300,0.139500,0.011400,0.230700,0.009400,0.021100,0.011400,0.013200,0.019400,0.020400,0.003600,0.002600,0.002300,0.006400,0.000000
1497,1.706616,0.996095,0.996500,0.888600,1076.000000,851624552.000000,1324570160.000000,237035520.000000,1572712448.000000,0.000600,0.000000,0.000000,0.000000,0.011500,0.000000,0.013000,0.000000,0.000000,0.000000,0.004200,0.002800,0.002400,0.008500,0.000000
1498,1.707659,1.055903,1.050500,0.944800,1076.000000,851624576.000000,1324570160.000000,237035520.000000,1572712448.000000,0.000700,0.000000,0.000000,0.000000,0.010100,0.000000,0.010700,0.000000,0.000000,0.000000,0.004200,0.001800,0.002500,0.006700,0.000000
1499,1.708924,1.272102,1.266000,1.160300,1076.000000,851624624.000000,1324570160.000000,237035520.000000,1572712448.000000,0.000700,0.000000,0.000000,0.000000,0.009900,0.000000,0.010900,0.000000,0.000000,0.000000,0.004200,0.002100,0.002500,0.007100,0.000000
1500,1.710009,1.072598,1.028800,0.920000,1076.000000,851625080.000000,1324570160.000000,237035520.000000,1572712448.000000,0.000800,0.000000,0.000000,0.000000,0.009300,0.000000,0.036100,0.000000,0.000000,0.000000,0.004000,0.001900,0.002500,0.006800,0.000000
1501,1.710997,1.009198,1.054300,0.908200,1076.000000,851624664.000000,1324570160.000000,237035520.000000,1572712448.000000,0.000800,0.000000,0.000000,0.000000,0.010200,0.000000,0.011000,0.000000,0.000000,0.000000,0.004600,0.002100,0.002300,0.006400,0.000000
1502,1.712147,1.131604,1.121200,1.018200,1076.000000,851628800.000000,1324570160.000000,237035520.000000,1572712448.000000,0.000700,0.000000,0.000000,0.000000,0.009200,0.000000,0.010300,0.000000,0.000000,0.000000,0.004000,0.002300,0.002300,0.006600,0.000000
1503,1.713283,1.118197,1.115600,1.003900,1076.000000,851632912.000000,1324570160.000000,237035520.000000,1572712448.000000,0.000800,0.000000,0.000000,0.000000,0.010200,0.000000,0.010700,0.000000,0.000000,0.000000,0.004500,0.003000,0.002700,0.007400,0.000000
1504,1.714405,1.120500,1.106500,0.994800,1076.000000,851633352.000000,1324570160.000000,237035520.000000,1572712448.000000,0.000800,0.000000,0.000000,0.000000,0.009800,0.000000,0.010700,0.000000,0.000000,0.000000,0.004500,0.001900,0.002600,0.006300,0.000000
1505,1.715453,1.038598,1.048000,0.933200,1076.000000,851633800.000000,1324570160.000000,237035520.000000,1572712448.000000,0.000700,0.000000,0.000000,0.000000,0.010000,0.000000,0.017900,0.000000,0.000000,0.000000,0.004900,0.002300,0.002500,0.007100,0.000000
1506,1.716836,1.399802,1.387500,1.279900,1076.000000,851632976.000000,1324570160.000000,237035520.000000,1572712448.000000,0.000700,0.000000,0.000000,0.000000,0.011600,0.000000,0.010900,0.000000,0.000000,0.000000,0.005100,0.002200,0.002600,0.007400,0.000000
1507,1.717998,1.114803,1.120900,1.006700,1076.000000,851633000.000000,1324570160.000000,237035520.000000,1572712448.000000,0.000800,0.000000,0.000000,0.000000,0.010500,0.000000,0.033500,0.000000,0.000000,0.000000,0.004700,0.002300,0.002700,0.007600,0.000000
1508,1.719066,1.111600,1.108100,1.002900,1076.000000,851637544.000000,1324570160.000000,237035520.000000,1572712448.000000,0.000900,0.000000,0.000000,0.000000,0.010000,0.000000,0.011200,0.000000,0.000000,0.000000,0.005000,0.002700,0.002500,0.007800,0.000000
1509,1.720115,1.069296,1.064800,0.960400,1076.000000,851641240.000000,1324570160.000000,237035520.000000,1572712448.000000,0.000700,0.000000,0.000000,0.000000,0.012500,0.000000,0.011000,0.000000,0.000000,0.000000,0.004800,0.002000,0.002300,0.006700,0.000000
1510,1.721281,1.134503,1.132700,1.026300,1076.000000,851641264.000000,1324570160.000000,237035520.000000,1572712448.000000,0.000600,0.000000,0.000000,0.000000,0.010100,0.000000,0.010800,0.000000,0.000000,0.000000,0.004700,0.002800,0.002300,0.007000,0.000000
1511,1.722715,1.440001,1.429000,1.320900,1076.000000,851641816.000000,1324570160.000000,237035520.000000,1572712448.000000,0.362400,0.040500,0.010700,0.132000,0.009400,0.017000,0.035800,0.017300,0.020000,0.014800,0.006200,0.002500,0.002600,0.006200,0.000000
1512,1.723961,1.276396,1.069900,0.958000,1076.000000,851655808.000000,1324570160.000000,237035520.000000,1572712448.000000,0.000800,0.000000,0.000000,0.000000,0.014500,0.000000,0.012400,0.000000,0.000000,0.000000,0.004700,0.002000,0.002300,0.006800,0.000000
1513,1.724954,0.983000,1.196700,0.882800,1076.000000,851643712.000000,1324570160.000000,237035520.000000,1572712448.000000,0.000600,0.000000,0.000000,0.000000,0.009800,0.000000,0.011800,0.000000,0.000000,0.000000,0.004000,0.002000,0.002400,0.007100,0.000000
1514,1.725929,0.984403,0.977600,0.874600,1076.000000,851645192.000000,1324570160.000000,237035520.000000,1572712448.000000,0.000700,0.000000,0.000000,0.000000,0.011300,0.000000,0.011300,0.000000,0.000000,0.000000,0.004300,0.001700,0.002300,0.006300,0.000000
1515,1.726962,1.034099,1.033000,0.928200,1076.000000,851645168.000000,1324570160.000000,237035520.000000,1572712448.000000,0.000800,0.000000,0.000000,0.000000,0.008700,0.000000,0.011300,0.000000,0.000000,0.000000,0.004800,0.002300,0.002500,0.006800,0.000000
1516,1.727919,0.963698,0.967900,0.868000,1076.000000,851645624.000000,1324570160.000000,237035520.000000,1572712448.000000,0.000600,0.000000,0.000000,0.000000,0.011000,0.000000,0.010500,0.000000,0.000000,0.000000,0.003900,0.002300,0.002500,0.006700,0.000000
1517,1.728984,1.054904,1.046300,0.949600,1076.000000,851645208.000000,1324570160.000000,237035520.000000,1572712448.000000,0.000700,0.000000,0.000000,0.000000,0.008300,0.000000,0.011200,0.000000,0.000000,0.000000,0.004000,0.002200,0.002200,0.006300,0.000000
1518,1.729953,0.969799,0.969500,0.869100,1076.000000,851645248.000000,1324570160.000000,237035520.000000,1572716544.000000,0.000700,0.000000,0.000000,0.000000,0.009400,0.000000,0.010500,0.000000,0.000000,0.000000,0.003700,0.001800,0.002400,0.006500,0.000000
1519,1.730913,0.976998,0.974000,0.876000,1076.000000,851645264.000000,1324570160.000000,237035520.000000,1572716544.000000,0.000800,0.000000,0.000000,0.000000,0.010700,0.000000,0.011200,0.000000,0.000000,0.000000,0.003900,0.002000,0.002300,0.007100,0.000000
1520,1.731931,0.988804,0.981400,0.883200,1076.000000,851645704.000000,1324570160.000000,237035520.000000,1572720640.000000,0.000600,0.000000,0.000000,0.000000,0.008800,0.000000,0.010600,0.000000,0.000000,0.000000,0.003700,0.002500,0.002100,0.006600,0.000000
1521,1.733626,1.601396,1.509600,1.397700,1076.000000,851650248.000000,1324570160.000000,237035520.000000,1572720640.000000,0.000600,0.000000,0.000000,0.000000,0.011200,0.000000,0.010100,0.000000,0.000000,0.000000,0.004300,0.001700,0.002200,0.005900,0.000000
1522,1.734896,1.286203,1.361100,1.114300,1076.000000,851649424.000000,1324570160.000000,237035520.000000,1572720640.000000,0.000900,0.000000,0.000000,0.000000,0.011600,0.000000,0.012300,0.000000,0.000000,0.000000,0.005500,0.002400,0.003200,0.005600,0.000000
1523,1.736426,1.160495,1.170900,1.058500,1076.000000,851653544.000000,1324570160.000000,237035520.000000,1572720640.000000,0.000800,0.000000,0.000000,0.000000,0.010000,0.000000,0.011100,0.000000,0.000000,0.000000,0.005700,0.002100,0.002900,0.007400,0.000000
1524,1.737659,1.658000,1.628800,1.521000,1076.000000,851653992.000000,1324570160.000000,237035520.000000,1572720640.000000,0.000900,0.000000,0.000000,0.000000,0.012100,0.000000,0.011100,0.000000,0.000000,0.000000,0.008300,0.002400,0.003100,0.007700,0.000000
1525,1.739384,1.711699,1.713800,1.580400,1076.000000,851653248.000000,1324570160.000000,237035520.000000,1572720640.000000,0.477500,0.159200,0.012300,0.252500,0.012700,0.019800,0.011600,0.015800,0.024100,0.016900,0.004200,0.002700,0.002400,0.007800,0.000000
1526,1.740426,1.080704,1.088200,0.966700,1076.000000,851657368.000000,1324570160.000000,237035520.000000,1572720640.000000,0.000700,0.000000,0.000000,0.000000,0.012800,0.000000,0.012900,0.000000,0.000000,0.000000,0.004400,0.002300,0.002600,0.008800,0.000000
1527,1.741423,0.991596,0.985400,0.876000,1076.000000,851661504.000000,1324570160.000000,237035520.000000,1572720640.000000,0.000700,0.000000,0.000000,0.000000,0.009700,0.000000,0.011100,0.000000,0.000000,0.000000,0.003800,0.001900,0.002400,0.006300,0.000000
1528,1.743649,2.232703,2.235600,2.119800,1076.000000,851661552.000000,1324570160.000000,237035520.000000,1572720640.000000,0.000700,0.000000,0.000000,0.000000,0.011100,0.000000,0.011300,0.000000,0.000000,0.000000,0.003800,0.002000,0.002500,0.006500,0.000000
1529,1.744681,1.043800,1.045400,0.937800,1076.000000,851661992.000000,1324570160.000000,237035520.000000,1572720640.000000,0.000700,0.000000,0.000000,0.000000,0.010300,0.000000,0.012300,0.000000,0.000000,0.000000,0.004100,0.002500,0.002700,0.007000,0.000000
1530,1.745626,0.947803,0.949500,0.846500,1076.000000,851661576.000000,1324570160.000000,237035520.000000,1572720640.000000,0.000800,0.000000,0.000000,0.000000,0.009200,0.000000,0.010700,0.000000,0.000000,0.000000,0.004300,0.002300,0.002400,0.007200,0.000000
1531,1.746847,1.201098,1.191000,1.089400,1076.000000,851661632.000000,1324570160.000000,237035520.000000,1572720640.000000,0.000600,0.000000,0.000000,0.000000,0.009200,0.000000,0.011300,0.000000,0.000000,0.000000,0.003700,0.001800,0.002500,0.006300,0.000000
1532,1.747839,1.003501,0.999400,0.892300,1076.000000,851661648.000000,1324570160.000000,237035520.000000,1572720640.000000,0.000700,0.000000,0.000000,0.000000,0.010200,0.000000,0.010800,0.000000,0.000000,0.000000,0.004300,0.002700,0.002700,0.007200,0.000000
1533,1.748911,0.960502,0.961600,0.855600,1076.000000,851662072.000000,1324570160.000000,237035520.000000,1572720640.000000,0.000700,0.000000,0.000000,0.000000,0.009700,0.000000,0.011000,0.000000,0.000000,0.000000,0.003800,0.002200,0.002600,0.006600,0.000000
1534,1.749904,1.108999,1.105400,1.000200,1076.000000,851666616.000000,1324570160.000000,237035520.000000,1572720640.000000,0.000800,0.000000,0.000000,0.000000,0.009700,0.000000,0.010300,0.000000,0.000000,0.000000,0.006300,0.002000,0.002900,0.007400,0.000000
